feature-1,feature-2,|r|,ng,r_value,fdr_p_value,raw_p_value
Lachnospira eligens_A AF35-21,Roseburia intestinalis GCA_000210655,0.4504,pos,0.4504,0,0
Lachnospira eligens_A AF41-18,Roseburia intestinalis GCA_000210655,0.39156,pos,0.39156,0,0
Lachnospira eligens_A AF45-13BH,Roseburia intestinalis GCA_000210655,0.39894,pos,0.39894,0,0
Lachnospira eligens_A AM14-19,Roseburia intestinalis GCA_000210655,0.48981,pos,0.48981,0,0
Lachnospira eligens_A AM32-2AC,Roseburia intestinalis GCA_000210655,0.39804,pos,0.39804,0,0
Lachnospira eligens_A AM37-3BH,Roseburia intestinalis GCA_000210655,0.42287,pos,0.42287,0,0
Lachnospira eligens_A AM48-8,Roseburia intestinalis GCA_000210655,0.39788,pos,0.39788,0,0
Lachnospira eligens_A GCA_001404435,Roseburia intestinalis GCA_000210655,0.47945,pos,0.47945,0,0
Lachnospira eligens_A GCA_001405395,Roseburia intestinalis GCA_000210655,0.4576,pos,0.4576,0,0
Lachnospira eligens_A GCA_009680455,Roseburia intestinalis GCA_000210655,0.48139,pos,0.48139,0,0
Lachnospira eligens_A GCA_015559345,Roseburia intestinalis GCA_000210655,0.43151,pos,0.43151,0,0
Lachnospira rogosae GCA_001405835,Roseburia intestinalis GCA_000210655,0.40594,pos,0.40594,0,0
Lachnospira rogosae GCA_001406555,Roseburia intestinalis GCA_000210655,0.39286,pos,0.39286,0,0
Lachnospira sp. AF22-9,Roseburia intestinalis GCA_000210655,0.45996,pos,0.45996,0,0
Lachnospira sp. AM46-8,Roseburia intestinalis GCA_000210655,0.42972,pos,0.42972,0,0
Lachnospira sp. AM49-13BH,Roseburia intestinalis GCA_000210655,0.45293,pos,0.45293,0,0
Lachnospira sp. GCA_015553285,Roseburia intestinalis GCA_000210655,0.4292,pos,0.4292,0,0
Lachnospira sp. OF27-8pH9A,Roseburia intestinalis GCA_000210655,0.39515,pos,0.39515,0,0
Roseburia intestinalis AF31-21AC,Roseburia intestinalis GCA_000210655,0.87161,pos,0.87161,0,0
Roseburia intestinalis AF36-10AT,Roseburia intestinalis GCA_000210655,0.82338,pos,0.82338,0,0
Roseburia intestinalis AM22-21LB,Roseburia intestinalis GCA_000210655,0.87547,pos,0.87547,0,0
Roseburia intestinalis AM37-1AC,Roseburia intestinalis GCA_000210655,0.8338,pos,0.8338,0,0
Roseburia intestinalis AM43-11,Roseburia intestinalis GCA_000210655,0.86769,pos,0.86769,0,0
Acetatifactor intestinalis AF22-6AC,Roseburia intestinalis GCA_015555785,0.40488,pos,0.40488,0,0
Acetatifactor sp. 13470_2_92,Roseburia intestinalis GCA_015555785,0.40406,pos,0.40406,0,0
Acetatifactor sp. AF34-10BH,Roseburia intestinalis GCA_015555785,0.44355,pos,0.44355,0,0
Acetatifactor sp. AF36-18BH,Roseburia intestinalis GCA_015555785,0.45485,pos,0.45485,0,0
Acetatifactor sp. AF46-9NS,Roseburia intestinalis GCA_015555785,0.39608,pos,0.39608,0,0
Acetatifactor sp. AM34-9AC,Roseburia intestinalis GCA_015555785,0.43193,pos,0.43193,0,0
Acetatifactor sp. GCA_003584705,Roseburia intestinalis GCA_015555785,0.43375,pos,0.43375,0,0
Acetatifactor sp. TF08-15,Roseburia intestinalis GCA_015555785,0.4266,pos,0.4266,0,0
Acetatifactor sp. TM11-1A,Roseburia intestinalis GCA_015555785,0.46085,pos,0.46085,0,0
Agathobacter faecis 21673_4_84,Roseburia intestinalis GCA_015555785,0.38051,pos,0.38051,0,0
Agathobacter faecis GCA_001405615,Roseburia intestinalis GCA_015555785,0.4133,pos,0.4133,0,0
Agathobacter faecis GCA_001406815,Roseburia intestinalis GCA_015555785,0.39895,pos,0.39895,0,0
Agathobacter faecis GCA_015549075,Roseburia intestinalis GCA_015555785,0.39042,pos,0.39042,0,0
Agathobacter faecis GCA_015550045,Roseburia intestinalis GCA_015555785,0.42838,pos,0.42838,0,0
Agathobacter faecis GCA_015556245,Roseburia intestinalis GCA_015555785,0.4091,pos,0.4091,0,0
Agathobacter faecis GCA_015558055,Roseburia intestinalis GCA_015555785,0.41478,pos,0.41478,0,0
Agathobacter faecis GCA_015559645,Roseburia intestinalis GCA_015555785,0.31849,pos,0.31849,0,0
Agathobacter faecis GCA_015667215,Roseburia intestinalis GCA_015555785,0.39115,pos,0.39115,0,0
Agathobacter faecis TF10-5,Roseburia intestinalis GCA_015555785,0.39361,pos,0.39361,0,0
Lachnospira eligens GCA_000146185,Roseburia intestinalis GCA_015555785,0.41386,pos,0.41386,0,0
Lachnospira eligens_A AF06-14,Roseburia intestinalis GCA_015555785,0.3922,pos,0.3922,0,0
Lachnospira eligens_A AF18-47,Roseburia intestinalis GCA_015555785,0.43228,pos,0.43228,0,0
Lachnospira eligens_A AF35-21,Roseburia intestinalis GCA_015555785,0.4136,pos,0.4136,0,0
Lachnospira eligens_A AF41-18,Roseburia intestinalis GCA_015555785,0.36674,pos,0.36674,0,0
Lachnospira eligens_A AF45-13BH,Roseburia intestinalis GCA_015555785,0.37303,pos,0.37303,0,0
Lachnospira eligens_A AM14-19,Roseburia intestinalis GCA_015555785,0.44263,pos,0.44263,0,0
Lachnospira eligens_A AM32-2AC,Roseburia intestinalis GCA_015555785,0.38207,pos,0.38207,0,0
Lachnospira eligens_A AM37-3BH,Roseburia intestinalis GCA_015555785,0.39557,pos,0.39557,0,0
Lachnospira eligens_A AM48-8,Roseburia intestinalis GCA_015555785,0.36657,pos,0.36657,0,0
Lachnospira eligens_A GCA_001404435,Roseburia intestinalis GCA_015555785,0.43132,pos,0.43132,0,0
Lachnospira eligens_A GCA_001405395,Roseburia intestinalis GCA_015555785,0.42127,pos,0.42127,0,0
Lachnospira eligens_A GCA_009680455,Roseburia intestinalis GCA_015555785,0.425,pos,0.425,0,0
Lachnospira eligens_A GCA_015559345,Roseburia intestinalis GCA_015555785,0.38713,pos,0.38713,0,0
Lachnospira rogosae GCA_001405835,Roseburia intestinalis GCA_015555785,0.32416,pos,0.32416,0,0
Lachnospira rogosae GCA_001406555,Roseburia intestinalis GCA_015555785,0.30654,pos,0.30654,0,0
Lachnospira sp. AF22-9,Roseburia intestinalis GCA_015555785,0.40943,pos,0.40943,0,0
Lachnospira sp. AM46-8,Roseburia intestinalis GCA_015555785,0.40792,pos,0.40792,0,0
Lachnospira sp. AM49-13BH,Roseburia intestinalis GCA_015555785,0.41493,pos,0.41493,0,0
Lachnospira sp. GCA_015553285,Roseburia intestinalis GCA_015555785,0.39965,pos,0.39965,0,0
Lachnospira sp. OF27-8pH9A,Roseburia intestinalis GCA_015555785,0.34693,pos,0.34693,0,0
Roseburia intestinalis AF31-21AC,Roseburia intestinalis GCA_015555785,0.84223,pos,0.84223,0,0
Roseburia intestinalis AF36-10AT,Roseburia intestinalis GCA_015555785,0.78289,pos,0.78289,0,0
Roseburia intestinalis AM22-21LB,Roseburia intestinalis GCA_015555785,0.84526,pos,0.84526,0,0
Roseburia intestinalis AM37-1AC,Roseburia intestinalis GCA_015555785,0.8128,pos,0.8128,0,0
Roseburia intestinalis AM43-11,Roseburia intestinalis GCA_015555785,0.81908,pos,0.81908,0,0
Roseburia intestinalis GCA_000210655,Roseburia intestinalis GCA_015555785,0.85482,pos,0.85482,0,0
Acetatifactor sp. AF34-10BH,Roseburia intestinalis GCA_900537995,0.31727,pos,0.31727,0,0
Acetatifactor sp. AF36-18BH,Roseburia intestinalis GCA_900537995,0.3124,pos,0.3124,0,0
Acetatifactor sp. GCA_003584705,Roseburia intestinalis GCA_900537995,0.30849,pos,0.30849,0,0
Acetatifactor sp. TM11-1A,Roseburia intestinalis GCA_900537995,0.31913,pos,0.31913,0,0
Agathobacter faecis 21673_4_84,Roseburia intestinalis GCA_900537995,0.34925,pos,0.34925,0,0
Agathobacter faecis GCA_001405615,Roseburia intestinalis GCA_900537995,0.36454,pos,0.36454,0,0
Agathobacter faecis GCA_001406815,Roseburia intestinalis GCA_900537995,0.34831,pos,0.34831,0,0
Agathobacter faecis GCA_015549075,Roseburia intestinalis GCA_900537995,0.33494,pos,0.33494,0,0
Agathobacter faecis GCA_015550045,Roseburia intestinalis GCA_900537995,0.37295,pos,0.37295,0,0
Agathobacter faecis GCA_015556245,Roseburia intestinalis GCA_900537995,0.35343,pos,0.35343,0,0
Agathobacter faecis GCA_015558055,Roseburia intestinalis GCA_900537995,0.35338,pos,0.35338,0,0
Agathobacter faecis GCA_015667215,Roseburia intestinalis GCA_900537995,0.342,pos,0.342,0,0
Agathobacter faecis TF10-5,Roseburia intestinalis GCA_900537995,0.34019,pos,0.34019,0,0
Lachnospira eligens GCA_000146185,Roseburia intestinalis GCA_900537995,0.33011,pos,0.33011,0,0
Lachnospira eligens_A AF06-14,Roseburia intestinalis GCA_900537995,0.32432,pos,0.32432,0,0
Lachnospira eligens_A AF18-47,Roseburia intestinalis GCA_900537995,0.36172,pos,0.36172,0,0
Lachnospira eligens_A AF35-21,Roseburia intestinalis GCA_900537995,0.32849,pos,0.32849,0,0
Lachnospira eligens_A AF41-18,Roseburia intestinalis GCA_900537995,0.31141,pos,0.31141,0,0
Lachnospira eligens_A AF45-13BH,Roseburia intestinalis GCA_900537995,0.31005,pos,0.31005,0,0
Lachnospira eligens_A AM14-19,Roseburia intestinalis GCA_900537995,0.38903,pos,0.38903,0,0
Lachnospira eligens_A AM37-3BH,Roseburia intestinalis GCA_900537995,0.33933,pos,0.33933,0,0
Lachnospira eligens_A GCA_001404435,Roseburia intestinalis GCA_900537995,0.34077,pos,0.34077,0,0
Lachnospira eligens_A GCA_001405395,Roseburia intestinalis GCA_900537995,0.34347,pos,0.34347,0,0
Lachnospira eligens_A GCA_009680455,Roseburia intestinalis GCA_900537995,0.35708,pos,0.35708,0,0
Lachnospira eligens_A GCA_015559345,Roseburia intestinalis GCA_900537995,0.30833,pos,0.30833,0,0
Lachnospira sp. AF22-9,Roseburia intestinalis GCA_900537995,0.35797,pos,0.35797,0,0
Lachnospira sp. AM46-8,Roseburia intestinalis GCA_900537995,0.30946,pos,0.30946,0,0
Lachnospira sp. AM49-13BH,Roseburia intestinalis GCA_900537995,0.32838,pos,0.32838,0,0
Lachnospira sp. GCA_015553285,Roseburia intestinalis GCA_900537995,0.3154,pos,0.3154,0,0
Roseburia intestinalis AF31-21AC,Roseburia intestinalis GCA_900537995,0.79762,pos,0.79762,0,0
Roseburia intestinalis AF36-10AT,Roseburia intestinalis GCA_900537995,0.81489,pos,0.81489,0,0
Roseburia intestinalis AM22-21LB,Roseburia intestinalis GCA_900537995,0.8096,pos,0.8096,0,0
Roseburia intestinalis AM37-1AC,Roseburia intestinalis GCA_900537995,0.766,pos,0.766,0,0
Roseburia intestinalis AM43-11,Roseburia intestinalis GCA_900537995,0.77919,pos,0.77919,0,0
Roseburia intestinalis GCA_000210655,Roseburia intestinalis GCA_900537995,0.80415,pos,0.80415,0,0
Roseburia intestinalis GCA_015555785,Roseburia intestinalis GCA_900537995,0.77453,pos,0.77453,0,0
Acetatifactor intestinalis AF22-6AC,Roseburia inulinivorans 18048_1_58,0.34959,pos,0.34959,0,0
Acetatifactor sp. 13470_2_92,Roseburia inulinivorans 18048_1_58,0.4102,pos,0.4102,0,0
Acetatifactor sp. AF34-10BH,Roseburia inulinivorans 18048_1_58,0.43119,pos,0.43119,0,0
Acetatifactor sp. AF36-18BH,Roseburia inulinivorans 18048_1_58,0.41152,pos,0.41152,0,0
Acetatifactor sp. AF46-9NS,Roseburia inulinivorans 18048_1_58,0.40335,pos,0.40335,0,0
Acetatifactor sp. AM34-9AC,Roseburia inulinivorans 18048_1_58,0.38551,pos,0.38551,0,0
Acetatifactor sp. GCA_003584705,Roseburia inulinivorans 18048_1_58,0.43053,pos,0.43053,0,0
Acetatifactor sp. TF08-15,Roseburia inulinivorans 18048_1_58,0.37745,pos,0.37745,0,0
Acetatifactor sp. TM11-1A,Roseburia inulinivorans 18048_1_58,0.41474,pos,0.41474,0,0
Agathobacter faecis 21673_4_84,Roseburia inulinivorans 18048_1_58,0.30752,pos,0.30752,0,0
Agathobacter faecis GCA_001405615,Roseburia inulinivorans 18048_1_58,0.33631,pos,0.33631,0,0
Agathobacter faecis GCA_001406815,Roseburia inulinivorans 18048_1_58,0.30594,pos,0.30594,0,0
Agathobacter faecis GCA_015549075,Roseburia inulinivorans 18048_1_58,0.32495,pos,0.32495,0,0
Agathobacter faecis GCA_015550045,Roseburia inulinivorans 18048_1_58,0.32777,pos,0.32777,0,0
Agathobacter faecis GCA_015556245,Roseburia inulinivorans 18048_1_58,0.36717,pos,0.36717,0,0
Agathobacter faecis GCA_015558055,Roseburia inulinivorans 18048_1_58,0.32832,pos,0.32832,0,0
Agathobacter faecis GCA_015559645,Roseburia inulinivorans 18048_1_58,0.30306,pos,0.30306,0,0
Agathobacter faecis GCA_015667215,Roseburia inulinivorans 18048_1_58,0.33835,pos,0.33835,0,0
Agathobacter faecis TF10-5,Roseburia inulinivorans 18048_1_58,0.32638,pos,0.32638,0,0
Lachnospira eligens GCA_000146185,Roseburia inulinivorans 18048_1_58,0.37079,pos,0.37079,0,0
Lachnospira eligens_A AF06-14,Roseburia inulinivorans 18048_1_58,0.33746,pos,0.33746,0,0
Lachnospira eligens_A AF18-47,Roseburia inulinivorans 18048_1_58,0.32912,pos,0.32912,0,0
Lachnospira eligens_A AF35-21,Roseburia inulinivorans 18048_1_58,0.35272,pos,0.35272,0,0
Lachnospira eligens_A AF41-18,Roseburia inulinivorans 18048_1_58,0.34075,pos,0.34075,0,0
Lachnospira eligens_A AF45-13BH,Roseburia inulinivorans 18048_1_58,0.30688,pos,0.30688,0,0
Lachnospira eligens_A AM32-2AC,Roseburia inulinivorans 18048_1_58,0.3138,pos,0.3138,0,0
Lachnospira eligens_A AM37-3BH,Roseburia inulinivorans 18048_1_58,0.3004,pos,0.3004,0,0
Lachnospira eligens_A GCA_001404435,Roseburia inulinivorans 18048_1_58,0.35916,pos,0.35916,0,0
Lachnospira eligens_A GCA_001405395,Roseburia inulinivorans 18048_1_58,0.32602,pos,0.32602,0,0
Lachnospira eligens_A GCA_009680455,Roseburia inulinivorans 18048_1_58,0.38194,pos,0.38194,0,0
Lachnospira rogosae GCA_001405835,Roseburia inulinivorans 18048_1_58,0.42793,pos,0.42793,0,0
Lachnospira rogosae GCA_001406555,Roseburia inulinivorans 18048_1_58,0.42389,pos,0.42389,0,0
Lachnospira sp. AF22-9,Roseburia inulinivorans 18048_1_58,0.37049,pos,0.37049,0,0
Lachnospira sp. AM46-8,Roseburia inulinivorans 18048_1_58,0.33072,pos,0.33072,0,0
Lachnospira sp. AM49-13BH,Roseburia inulinivorans 18048_1_58,0.36587,pos,0.36587,0,0
Lachnospira sp. GCA_015553285,Roseburia inulinivorans 18048_1_58,0.31814,pos,0.31814,0,0
Lachnospira sp. OF27-8pH9A,Roseburia inulinivorans 18048_1_58,0.35269,pos,0.35269,0,0
Roseburia intestinalis AF31-21AC,Roseburia inulinivorans 18048_1_58,0.50323,pos,0.50323,0,0
Roseburia intestinalis AF36-10AT,Roseburia inulinivorans 18048_1_58,0.44649,pos,0.44649,0,0
Roseburia intestinalis AM22-21LB,Roseburia inulinivorans 18048_1_58,0.43083,pos,0.43083,0,0
Roseburia intestinalis AM37-1AC,Roseburia inulinivorans 18048_1_58,0.46336,pos,0.46336,0,0
Roseburia intestinalis AM43-11,Roseburia inulinivorans 18048_1_58,0.46003,pos,0.46003,0,0
Roseburia intestinalis GCA_000210655,Roseburia inulinivorans 18048_1_58,0.50272,pos,0.50272,0,0
Roseburia intestinalis GCA_015555785,Roseburia inulinivorans 18048_1_58,0.44654,pos,0.44654,0,0
Roseburia intestinalis GCA_900537995,Roseburia inulinivorans 18048_1_58,0.36657,pos,0.36657,0,0
Acetatifactor intestinalis AF22-6AC,Ruminococcus_B gnavus AF13-14A,0.43322,neg,-0.43322,0,0
Acetatifactor sp. 13470_2_92,Ruminococcus_B gnavus AF13-14A,0.36434,neg,-0.36434,0,0
Acetatifactor sp. AF34-10BH,Ruminococcus_B gnavus AF13-14A,0.33965,neg,-0.33965,0,0
Acetatifactor sp. AF36-18BH,Ruminococcus_B gnavus AF13-14A,0.34775,neg,-0.34775,0,0
Acetatifactor sp. AF46-9NS,Ruminococcus_B gnavus AF13-14A,0.31095,neg,-0.31095,0,0
Acetatifactor sp. AM34-9AC,Ruminococcus_B gnavus AF13-14A,0.37483,neg,-0.37483,0,0
Acetatifactor sp. GCA_003584705,Ruminococcus_B gnavus AF13-14A,0.3354,neg,-0.3354,0,0
Acetatifactor sp. TF08-15,Ruminococcus_B gnavus AF13-14A,0.3519,neg,-0.3519,0,0
Acetatifactor sp. TM11-1A,Ruminococcus_B gnavus AF13-14A,0.35912,neg,-0.35912,0,0
Agathobacter faecis GCA_001405615,Ruminococcus_B gnavus AF13-14A,0.30187,neg,-0.30187,0,0
Agathobacter faecis GCA_001406815,Ruminococcus_B gnavus AF13-14A,0.31741,neg,-0.31741,0,0
Agathobacter faecis GCA_015550045,Ruminococcus_B gnavus AF13-14A,0.30666,neg,-0.30666,0,0
Agathobacter faecis GCA_015558055,Ruminococcus_B gnavus AF13-14A,0.30215,neg,-0.30215,0,0
Agathobacter faecis GCA_015559645,Ruminococcus_B gnavus AF13-14A,0.32303,neg,-0.32303,0,0
Agathobacter faecis GCA_015667215,Ruminococcus_B gnavus AF13-14A,0.31095,neg,-0.31095,0,0
Agathobacter faecis TF10-5,Ruminococcus_B gnavus AF13-14A,0.30664,neg,-0.30664,0,0
Enterocloster bolteae AM27-28LB,Ruminococcus_B gnavus AF13-14A,0.3547,pos,0.3547,0,0
Enterocloster bolteae GCA_015547745,Ruminococcus_B gnavus AF13-14A,0.36483,pos,0.36483,0,0
Enterocloster bolteae GCF_000154365,Ruminococcus_B gnavus AF13-14A,0.48334,pos,0.48334,0,0
Faecalimonas phoceensis 8080_1_69,Ruminococcus_B gnavus AF13-14A,0.65924,pos,0.65924,0,0
Faecalimonas phoceensis AM23-10LB,Ruminococcus_B gnavus AF13-14A,0.5465,pos,0.5465,0,0
Faecalimonas phoceensis AM97-06,Ruminococcus_B gnavus AF13-14A,0.63709,pos,0.63709,0,0
Faecalimonas phoceensis GCA_000156035,Ruminococcus_B gnavus AF13-14A,0.60526,pos,0.60526,0,0
Faecalimonas phoceensis GCA_013300945,Ruminococcus_B gnavus AF13-14A,0.39322,pos,0.39322,0,0
Faecalimonas phoceensis GCA_900104635,Ruminococcus_B gnavus AF13-14A,0.65401,pos,0.65401,0,0
Faecalimonas phoceensis GCA_902167955,Ruminococcus_B gnavus AF13-14A,0.55126,pos,0.55126,0,0
Faecalimonas phoceensis LG100-32,Ruminococcus_B gnavus AF13-14A,0.54927,pos,0.54927,0,0
Faecalimonas phoceensis OF02-4LB,Ruminococcus_B gnavus AF13-14A,0.55555,pos,0.55555,0,0
Faecalimonas sp. AM94-10pH9A,Ruminococcus_B gnavus AF13-14A,0.61378,pos,0.61378,0,0
Faecalimonas umbilicata AF94-35M2BA,Ruminococcus_B gnavus AF13-14A,0.43375,pos,0.43375,0,0
Lachnospira eligens GCA_000146185,Ruminococcus_B gnavus AF13-14A,0.34394,neg,-0.34394,0,0
Lachnospira eligens_A AF06-14,Ruminococcus_B gnavus AF13-14A,0.32615,neg,-0.32615,0,0
Lachnospira eligens_A AF18-47,Ruminococcus_B gnavus AF13-14A,0.36601,neg,-0.36601,0,0
Lachnospira eligens_A AF35-21,Ruminococcus_B gnavus AF13-14A,0.34497,neg,-0.34497,0,0
Lachnospira eligens_A AF41-18,Ruminococcus_B gnavus AF13-14A,0.30675,neg,-0.30675,0,0
Lachnospira eligens_A AF42-3BH,Ruminococcus_B gnavus AF13-14A,0.38058,neg,-0.38058,0,0
Lachnospira eligens_A AF45-13BH,Ruminococcus_B gnavus AF13-14A,0.35171,neg,-0.35171,0,0
Lachnospira eligens_A AM14-19,Ruminococcus_B gnavus AF13-14A,0.37005,neg,-0.37005,0,0
Lachnospira eligens_A AM32-2AC,Ruminococcus_B gnavus AF13-14A,0.34905,neg,-0.34905,0,0
Lachnospira eligens_A AM37-3BH,Ruminococcus_B gnavus AF13-14A,0.33818,neg,-0.33818,0,0
Lachnospira eligens_A AM48-8,Ruminococcus_B gnavus AF13-14A,0.35593,neg,-0.35593,0,0
Lachnospira eligens_A GCA_001405395,Ruminococcus_B gnavus AF13-14A,0.36426,neg,-0.36426,0,0
Lachnospira eligens_A GCA_009680455,Ruminococcus_B gnavus AF13-14A,0.31912,neg,-0.31912,0,0
Lachnospira eligens_A GCA_015559345,Ruminococcus_B gnavus AF13-14A,0.33067,neg,-0.33067,0,0
Lachnospira sp. AF22-9,Ruminococcus_B gnavus AF13-14A,0.31867,neg,-0.31867,0,0
Lachnospira sp. AM46-8,Ruminococcus_B gnavus AF13-14A,0.36079,neg,-0.36079,0,0
Lachnospira sp. AM49-13BH,Ruminococcus_B gnavus AF13-14A,0.35149,neg,-0.35149,0,0
Lachnospira sp. GCA_015553285,Ruminococcus_B gnavus AF13-14A,0.34803,neg,-0.34803,0,0
Muricomes sp. GCA_009663665,Ruminococcus_B gnavus AF13-14A,0.39084,pos,0.39084,0,0
Acetatifactor intestinalis AF22-6AC,Ruminococcus_B gnavus AF19-16AC,0.45436,neg,-0.45436,0,0
Acetatifactor sp. 13470_2_92,Ruminococcus_B gnavus AF19-16AC,0.37084,neg,-0.37084,0,0
Acetatifactor sp. AF34-10BH,Ruminococcus_B gnavus AF19-16AC,0.35201,neg,-0.35201,0,0
Acetatifactor sp. AF36-18BH,Ruminococcus_B gnavus AF19-16AC,0.3763,neg,-0.3763,0,0
Acetatifactor sp. AF46-9NS,Ruminococcus_B gnavus AF19-16AC,0.33302,neg,-0.33302,0,0
Acetatifactor sp. AM34-9AC,Ruminococcus_B gnavus AF19-16AC,0.38776,neg,-0.38776,0,0
Acetatifactor sp. GCA_003584705,Ruminococcus_B gnavus AF19-16AC,0.35703,neg,-0.35703,0,0
Acetatifactor sp. TF08-15,Ruminococcus_B gnavus AF19-16AC,0.35633,neg,-0.35633,0,0
Acetatifactor sp. TM11-1A,Ruminococcus_B gnavus AF19-16AC,0.37308,neg,-0.37308,0,0
Agathobacter faecis GCA_001405615,Ruminococcus_B gnavus AF19-16AC,0.30676,neg,-0.30676,0,0
Agathobacter faecis GCA_001406815,Ruminococcus_B gnavus AF19-16AC,0.3218,neg,-0.3218,0,0
Agathobacter faecis GCA_015550045,Ruminococcus_B gnavus AF19-16AC,0.30007,neg,-0.30007,0,0
Agathobacter faecis GCA_015559645,Ruminococcus_B gnavus AF19-16AC,0.30902,neg,-0.30902,0,0
Agathobacter faecis GCA_015667215,Ruminococcus_B gnavus AF19-16AC,0.30243,neg,-0.30243,0,0
Agathobacter faecis TF10-5,Ruminococcus_B gnavus AF19-16AC,0.30549,neg,-0.30549,0,0
Blautia_A sp. AF37-6AT,Ruminococcus_B gnavus AF19-16AC,0.30246,pos,0.30246,0,0
Enterocloster bolteae AM27-28LB,Ruminococcus_B gnavus AF19-16AC,0.33892,pos,0.33892,0,0
Enterocloster bolteae GCA_015547745,Ruminococcus_B gnavus AF19-16AC,0.33777,pos,0.33777,0,0
Enterocloster bolteae GCF_000154365,Ruminococcus_B gnavus AF19-16AC,0.46316,pos,0.46316,0,0
Faecalimonas phoceensis 8080_1_69,Ruminococcus_B gnavus AF19-16AC,0.61764,pos,0.61764,0,0
Faecalimonas phoceensis AM23-10LB,Ruminococcus_B gnavus AF19-16AC,0.47926,pos,0.47926,0,0
Faecalimonas phoceensis AM97-06,Ruminococcus_B gnavus AF19-16AC,0.55688,pos,0.55688,0,0
Faecalimonas phoceensis GCA_000156035,Ruminococcus_B gnavus AF19-16AC,0.55456,pos,0.55456,0,0
Faecalimonas phoceensis GCA_013300945,Ruminococcus_B gnavus AF19-16AC,0.3808,pos,0.3808,0,0
Faecalimonas phoceensis GCA_900104635,Ruminococcus_B gnavus AF19-16AC,0.57327,pos,0.57327,0,0
Faecalimonas phoceensis GCA_902167955,Ruminococcus_B gnavus AF19-16AC,0.50314,pos,0.50314,0,0
Faecalimonas phoceensis LG100-32,Ruminococcus_B gnavus AF19-16AC,0.49583,pos,0.49583,0,0
Faecalimonas phoceensis OF02-4LB,Ruminococcus_B gnavus AF19-16AC,0.48638,pos,0.48638,0,0
Faecalimonas sp. AM94-10pH9A,Ruminococcus_B gnavus AF19-16AC,0.54628,pos,0.54628,0,0
Faecalimonas umbilicata AF94-35M2BA,Ruminococcus_B gnavus AF19-16AC,0.42946,pos,0.42946,0,0
Lachnospira eligens GCA_000146185,Ruminococcus_B gnavus AF19-16AC,0.33487,neg,-0.33487,0,0
Lachnospira eligens_A AF06-14,Ruminococcus_B gnavus AF19-16AC,0.3592,neg,-0.3592,0,0
Lachnospira eligens_A AF18-47,Ruminococcus_B gnavus AF19-16AC,0.3711,neg,-0.3711,0,0
Lachnospira eligens_A AF35-21,Ruminococcus_B gnavus AF19-16AC,0.34468,neg,-0.34468,0,0
Lachnospira eligens_A AF41-18,Ruminococcus_B gnavus AF19-16AC,0.32122,neg,-0.32122,0,0
Lachnospira eligens_A AF42-3BH,Ruminococcus_B gnavus AF19-16AC,0.36279,neg,-0.36279,0,0
Lachnospira eligens_A AF45-13BH,Ruminococcus_B gnavus AF19-16AC,0.3786,neg,-0.3786,0,0
Lachnospira eligens_A AM14-19,Ruminococcus_B gnavus AF19-16AC,0.40438,neg,-0.40438,0,0
Lachnospira eligens_A AM32-2AC,Ruminococcus_B gnavus AF19-16AC,0.3843,neg,-0.3843,0,0
Lachnospira eligens_A AM37-3BH,Ruminococcus_B gnavus AF19-16AC,0.3717,neg,-0.3717,0,0
Lachnospira eligens_A AM48-8,Ruminococcus_B gnavus AF19-16AC,0.38248,neg,-0.38248,0,0
Lachnospira eligens_A GCA_001405395,Ruminococcus_B gnavus AF19-16AC,0.37852,neg,-0.37852,0,0
Lachnospira eligens_A GCA_009680455,Ruminococcus_B gnavus AF19-16AC,0.33669,neg,-0.33669,0,0
Lachnospira eligens_A GCA_015559345,Ruminococcus_B gnavus AF19-16AC,0.33608,neg,-0.33608,0,0
Lachnospira sp. AF22-9,Ruminococcus_B gnavus AF19-16AC,0.33064,neg,-0.33064,0,0
Lachnospira sp. AM46-8,Ruminococcus_B gnavus AF19-16AC,0.36336,neg,-0.36336,0,0
Lachnospira sp. AM49-13BH,Ruminococcus_B gnavus AF19-16AC,0.35132,neg,-0.35132,0,0
Lachnospira sp. GCA_015553285,Ruminococcus_B gnavus AF19-16AC,0.35586,neg,-0.35586,0,0
Muricomes sp. GCA_009663665,Ruminococcus_B gnavus AF19-16AC,0.37679,pos,0.37679,0,0
Ruminococcus_B gnavus AF13-14A,Ruminococcus_B gnavus AF19-16AC,0.83921,pos,0.83921,0,0
Acetatifactor intestinalis AF22-6AC,Ruminococcus_B gnavus AF24-23LB,0.43112,neg,-0.43112,0,0
Acetatifactor sp. 13470_2_92,Ruminococcus_B gnavus AF24-23LB,0.35593,neg,-0.35593,0,0
Acetatifactor sp. AF34-10BH,Ruminococcus_B gnavus AF24-23LB,0.33476,neg,-0.33476,0,0
Acetatifactor sp. AF36-18BH,Ruminococcus_B gnavus AF24-23LB,0.35705,neg,-0.35705,0,0
Acetatifactor sp. AF46-9NS,Ruminococcus_B gnavus AF24-23LB,0.31653,neg,-0.31653,0,0
Acetatifactor sp. AM34-9AC,Ruminococcus_B gnavus AF24-23LB,0.36873,neg,-0.36873,0,0
Acetatifactor sp. GCA_003584705,Ruminococcus_B gnavus AF24-23LB,0.32477,neg,-0.32477,0,0
Acetatifactor sp. TF08-15,Ruminococcus_B gnavus AF24-23LB,0.33978,neg,-0.33978,0,0
