feature-1,feature-2,|r|,ng,r_value,fdr_p_value,raw_p_value
Acetatifactor intestinalis OM08-11AC,Lachnospira rogosae GCA_001405835,0.43635,pos,0.43635,0,0
Acetatifactor sp. AF34-10BH,Lachnospira rogosae GCA_001405835,0.39642,pos,0.39642,0,0
Acetatifactor sp. AF36-18BH,Lachnospira rogosae GCA_001405835,0.39032,pos,0.39032,0,0
Acetatifactor sp. AM34-9AC,Lachnospira rogosae GCA_001405835,0.38177,pos,0.38177,0,0
Acetatifactor sp. GCA_003584705,Lachnospira rogosae GCA_001405835,0.40323,pos,0.40323,0,0
Acetatifactor sp. TF08-15,Lachnospira rogosae GCA_001405835,0.38694,pos,0.38694,0,0
Acetatifactor sp. TM11-1A,Lachnospira rogosae GCA_001405835,0.43289,pos,0.43289,0,0
Agathobacter faecis GCA_015550045,Lachnospira rogosae GCA_001405835,0.43145,pos,0.43145,0,0
Agathobacter rectalis 12718_7_53,Lachnospira rogosae GCA_001405835,0.47713,pos,0.47713,0,0
Agathobacter rectalis 18048_2_75,Lachnospira rogosae GCA_001405835,0.41234,pos,0.41234,0,0
Agathobacter rectalis AF06-19,Lachnospira rogosae GCA_001405835,0.44353,pos,0.44353,0,0
Agathobacter rectalis AF17-27,Lachnospira rogosae GCA_001405835,0.43727,pos,0.43727,0,0
Agathobacter rectalis AF25-15,Lachnospira rogosae GCA_001405835,0.41968,pos,0.41968,0,0
Agathobacter rectalis AF36-2BH,Lachnospira rogosae GCA_001405835,0.47223,pos,0.47223,0,0
Agathobacter rectalis AF67-03PH9,Lachnospira rogosae GCA_001405835,0.43301,pos,0.43301,0,0
Agathobacter rectalis AM31-7AC,Lachnospira rogosae GCA_001405835,0.48926,pos,0.48926,0,0
Agathobacter rectalis AM48-7,Lachnospira rogosae GCA_001405835,0.41761,pos,0.41761,0,0
Agathobacter rectalis GCA_001404855,Lachnospira rogosae GCA_001405835,0.45608,pos,0.45608,0,0
Agathobacter rectalis GCA_001406835,Lachnospira rogosae GCA_001405835,0.44898,pos,0.44898,0,0
Agathobacter rectalis GCA_008123415,Lachnospira rogosae GCA_001405835,0.40775,pos,0.40775,0,0
Agathobacter rectalis GCA_013300625,Lachnospira rogosae GCA_001405835,0.36809,pos,0.36809,0,0
Agathobacter rectalis GCA_013303775,Lachnospira rogosae GCA_001405835,0.33335,pos,0.33335,0,0
Agathobacter rectalis GCA_013303845,Lachnospira rogosae GCA_001405835,0.37546,pos,0.37546,0,0
Agathobacter rectalis GCA_015551295,Lachnospira rogosae GCA_001405835,0.45033,pos,0.45033,0,0
Agathobacter rectalis GCA_015553565,Lachnospira rogosae GCA_001405835,0.42505,pos,0.42505,0,0
Agathobacter rectalis GCA_015557515,Lachnospira rogosae GCA_001405835,0.42268,pos,0.42268,0,0
Agathobacter rectalis GCA_015669665,Lachnospira rogosae GCA_001405835,0.45474,pos,0.45474,0,0
Agathobacter rectalis GCA_018784685,Lachnospira rogosae GCA_001405835,0.42252,pos,0.42252,0,0
Agathobacter rectalis GCA_018784725,Lachnospira rogosae GCA_001405835,0.48018,pos,0.48018,0,0
Agathobacter rectalis TM10-3,Lachnospira rogosae GCA_001405835,0.39784,pos,0.39784,0,0
Agathobacter sp. 20427_4_23,Lachnospira rogosae GCA_001405835,0.43128,pos,0.43128,0,0
Butyribacter huaianensis GCA_014384985,Lachnospira rogosae GCA_001405835,0.41669,pos,0.41669,0,0
Butyribacter intestini AF34-13,Lachnospira rogosae GCA_001405835,0.3348,pos,0.3348,0,0
Butyribacter intestini AF67-21pH9TA,Lachnospira rogosae GCA_001405835,0.44527,pos,0.44527,0,0
Butyribacter intestini AF81-08TA,Lachnospira rogosae GCA_001405835,0.40674,pos,0.40674,0,0
Butyribacter intestini AM27-31LB,Lachnospira rogosae GCA_001405835,0.50248,pos,0.50248,0,0
Butyribacter intestini TF01-11,Lachnospira rogosae GCA_001405835,0.37308,pos,0.37308,0,0
Butyribacter sp. AM49-4BH,Lachnospira rogosae GCA_001405835,0.43795,pos,0.43795,0,0
Butyribacter sp. AM53-13BH,Lachnospira rogosae GCA_001405835,0.39818,pos,0.39818,0,0
Butyribacter sp. AM59-24XD,Lachnospira rogosae GCA_001405835,0.43249,pos,0.43249,0,0
Butyribacter sp. OM05-9BH,Lachnospira rogosae GCA_001405835,0.35823,pos,0.35823,0,0
Choladocola sp. 21673_4_3,Lachnospira rogosae GCA_001405835,0.42486,pos,0.42486,0,0
Choladocola sp. AF90S-01pH9BA,Lachnospira rogosae GCA_001405835,0.44101,pos,0.44101,0,0
Choladocola sp. OM08-6BH,Lachnospira rogosae GCA_001405835,0.38781,pos,0.38781,0,0
Clostridium_Q fessum AF27-5AA,Lachnospira rogosae GCA_001405835,0.31862,pos,0.31862,0,0
Eisenbergiella sp. 14207_7_45,Lachnospira rogosae GCA_001405835,0.30638,pos,0.30638,0,0
Eisenbergiella sp. AF16-15,Lachnospira rogosae GCA_001405835,0.36071,pos,0.36071,0,0
Eisenbergiella sp. AF36-19BH,Lachnospira rogosae GCA_001405835,0.3357,pos,0.3357,0,0
Eisenbergiella sp. AM46-4BH,Lachnospira rogosae GCA_001405835,0.39038,pos,0.39038,0,0
Eisenbergiella sp. TM09-10,Lachnospira rogosae GCA_001405835,0.33063,pos,0.33063,0,0
Enterocloster bolteae AF27-9,Lachnospira rogosae GCA_001405835,0.30713,pos,0.30713,0,0
Eubacterium_F sp. AF36-4,Lachnospira rogosae GCA_001405835,0.35079,pos,0.35079,0,0
Eubacterium_F sp. AF37-5,Lachnospira rogosae GCA_001405835,0.31023,pos,0.31023,0,0
Eubacterium_F sp. AM53-6,Lachnospira rogosae GCA_001405835,0.36602,pos,0.36602,0,0
Eubacterium_G ventriosum AM32-23AC,Lachnospira rogosae GCA_001405835,0.39847,pos,0.39847,0,0
Eubacterium_G ventriosum AM42-30,Lachnospira rogosae GCA_001405835,0.39773,pos,0.39773,0,0
Eubacterium_G ventriosum AM43-2,Lachnospira rogosae GCA_001405835,0.34776,pos,0.34776,0,0
Hominisplanchenecus faecis 21673_4_37,Lachnospira rogosae GCA_001405835,0.46418,pos,0.46418,0,0
Hominisplanchenecus faecis AM100_B13A,Lachnospira rogosae GCA_001405835,0.36669,pos,0.36669,0,0
Hominisplanchenecus faecis OF27-8pH10A,Lachnospira rogosae GCA_001405835,0.42643,pos,0.42643,0,0
Lachnospira eligens_A AF18-47,Lachnospira rogosae GCA_001405835,0.47276,pos,0.47276,0,0
Lachnospira eligens_A AF35-21,Lachnospira rogosae GCA_001405835,0.4524,pos,0.4524,0,0
Lachnospira eligens_A AM37-3BH,Lachnospira rogosae GCA_001405835,0.46667,pos,0.46667,0,0
Lachnospira eligens_A AM48-8,Lachnospira rogosae GCA_001405835,0.42233,pos,0.42233,0,0
Lachnospira eligens_A GCA_009680455,Lachnospira rogosae GCA_001405835,0.44848,pos,0.44848,0,0
Lachnospira eligens_A GCA_015559345,Lachnospira rogosae GCA_001405835,0.44972,pos,0.44972,0,0
Acetatifactor intestinalis 13414_6_67,Lachnospira rogosae GCA_001406555,0.423,pos,0.423,0,0
Acetatifactor intestinalis 20287_6_17,Lachnospira rogosae GCA_001406555,0.42628,pos,0.42628,0,0
Acetatifactor intestinalis AF22-6AC,Lachnospira rogosae GCA_001406555,0.42389,pos,0.42389,0,0
Acetatifactor intestinalis AM59-13,Lachnospira rogosae GCA_001406555,0.42441,pos,0.42441,0,0
Acetatifactor intestinalis GCA_014337175,Lachnospira rogosae GCA_001406555,0.41581,pos,0.41581,0,0
Acetatifactor intestinalis OM08-11AC,Lachnospira rogosae GCA_001406555,0.45914,pos,0.45914,0,0
Acetatifactor sp. AF34-10BH,Lachnospira rogosae GCA_001406555,0.43109,pos,0.43109,0,0
Acetatifactor sp. AF36-18BH,Lachnospira rogosae GCA_001406555,0.42264,pos,0.42264,0,0
Acetatifactor sp. AM34-9AC,Lachnospira rogosae GCA_001406555,0.41616,pos,0.41616,0,0
Acetatifactor sp. GCA_003584705,Lachnospira rogosae GCA_001406555,0.43967,pos,0.43967,0,0
Acetatifactor sp. TF08-15,Lachnospira rogosae GCA_001406555,0.42018,pos,0.42018,0,0
Acetatifactor sp. TM11-1A,Lachnospira rogosae GCA_001406555,0.45726,pos,0.45726,0,0
Agathobacter faecis GCA_015550045,Lachnospira rogosae GCA_001406555,0.43071,pos,0.43071,0,0
Agathobacter rectalis 12718_7_53,Lachnospira rogosae GCA_001406555,0.49119,pos,0.49119,0,0
Agathobacter rectalis 18048_2_75,Lachnospira rogosae GCA_001406555,0.39308,pos,0.39308,0,0
Agathobacter rectalis AF06-19,Lachnospira rogosae GCA_001406555,0.45171,pos,0.45171,0,0
Agathobacter rectalis AF17-27,Lachnospira rogosae GCA_001406555,0.43993,pos,0.43993,0,0
Agathobacter rectalis AF25-15,Lachnospira rogosae GCA_001406555,0.43367,pos,0.43367,0,0
Agathobacter rectalis AF36-2BH,Lachnospira rogosae GCA_001406555,0.47012,pos,0.47012,0,0
Agathobacter rectalis AF67-03PH9,Lachnospira rogosae GCA_001406555,0.43105,pos,0.43105,0,0
Agathobacter rectalis AM31-7AC,Lachnospira rogosae GCA_001406555,0.49058,pos,0.49058,0,0
Agathobacter rectalis AM48-7,Lachnospira rogosae GCA_001406555,0.41509,pos,0.41509,0,0
Agathobacter rectalis GCA_001404855,Lachnospira rogosae GCA_001406555,0.45999,pos,0.45999,0,0
Agathobacter rectalis GCA_001406835,Lachnospira rogosae GCA_001406555,0.46364,pos,0.46364,0,0
Agathobacter rectalis GCA_008123415,Lachnospira rogosae GCA_001406555,0.40779,pos,0.40779,0,0
Agathobacter rectalis GCA_013300625,Lachnospira rogosae GCA_001406555,0.35924,pos,0.35924,0,0
Agathobacter rectalis GCA_013303775,Lachnospira rogosae GCA_001406555,0.34683,pos,0.34683,0,0
Agathobacter rectalis GCA_013303845,Lachnospira rogosae GCA_001406555,0.39315,pos,0.39315,0,0
Agathobacter rectalis GCA_015551295,Lachnospira rogosae GCA_001406555,0.46172,pos,0.46172,0,0
Agathobacter rectalis GCA_015553565,Lachnospira rogosae GCA_001406555,0.42015,pos,0.42015,0,0
Agathobacter rectalis GCA_015557515,Lachnospira rogosae GCA_001406555,0.43916,pos,0.43916,0,0
Agathobacter rectalis GCA_015669665,Lachnospira rogosae GCA_001406555,0.45732,pos,0.45732,0,0
Agathobacter rectalis GCA_018784685,Lachnospira rogosae GCA_001406555,0.43093,pos,0.43093,0,0
Agathobacter rectalis GCA_018784725,Lachnospira rogosae GCA_001406555,0.4722,pos,0.4722,0,0
Agathobacter rectalis TM10-3,Lachnospira rogosae GCA_001406555,0.39257,pos,0.39257,0,0
Agathobacter sp. 20427_4_23,Lachnospira rogosae GCA_001406555,0.43267,pos,0.43267,0,0
Bariatricus comes GCA_013301565,Lachnospira rogosae GCA_001406555,0.30713,pos,0.30713,0,0
Butyribacter huaianensis GCA_014384985,Lachnospira rogosae GCA_001406555,0.41344,pos,0.41344,0,0
Butyribacter intestini AF34-13,Lachnospira rogosae GCA_001406555,0.3312,pos,0.3312,0,0
Butyribacter intestini AF67-21pH9TA,Lachnospira rogosae GCA_001406555,0.43916,pos,0.43916,0,0
Butyribacter intestini AF81-08TA,Lachnospira rogosae GCA_001406555,0.41363,pos,0.41363,0,0
Butyribacter intestini AM27-31LB,Lachnospira rogosae GCA_001406555,0.48957,pos,0.48957,0,0
Butyribacter intestini TF01-11,Lachnospira rogosae GCA_001406555,0.37751,pos,0.37751,0,0
Butyribacter sp. AM49-4BH,Lachnospira rogosae GCA_001406555,0.41531,pos,0.41531,0,0
Butyribacter sp. AM53-13BH,Lachnospira rogosae GCA_001406555,0.38911,pos,0.38911,0,0
Butyribacter sp. AM59-24XD,Lachnospira rogosae GCA_001406555,0.41771,pos,0.41771,0,0
Butyribacter sp. OM05-9BH,Lachnospira rogosae GCA_001406555,0.38057,pos,0.38057,0,0
Choladocola sp. 21673_4_3,Lachnospira rogosae GCA_001406555,0.43483,pos,0.43483,0,0
Choladocola sp. AF90S-01pH9BA,Lachnospira rogosae GCA_001406555,0.44274,pos,0.44274,0,0
Choladocola sp. OM08-6BH,Lachnospira rogosae GCA_001406555,0.41572,pos,0.41572,0,0
Clostridium_Q fessum AF27-5AA,Lachnospira rogosae GCA_001406555,0.33661,pos,0.33661,0,0
Eisenbergiella sp. 14207_7_45,Lachnospira rogosae GCA_001406555,0.3182,pos,0.3182,0,0
Eisenbergiella sp. AF16-15,Lachnospira rogosae GCA_001406555,0.38293,pos,0.38293,0,0
Eisenbergiella sp. AF36-19BH,Lachnospira rogosae GCA_001406555,0.34363,pos,0.34363,0,0
Eisenbergiella sp. AM46-4BH,Lachnospira rogosae GCA_001406555,0.40156,pos,0.40156,0,0
Eisenbergiella sp. TM09-10,Lachnospira rogosae GCA_001406555,0.33892,pos,0.33892,0,0
Enterocloster bolteae AF27-9,Lachnospira rogosae GCA_001406555,0.3112,pos,0.3112,0,0
Eubacterium_F sp. AF36-4,Lachnospira rogosae GCA_001406555,0.36609,pos,0.36609,0,0
Eubacterium_F sp. AF37-5,Lachnospira rogosae GCA_001406555,0.31863,pos,0.31863,0,0
Eubacterium_F sp. AM53-6,Lachnospira rogosae GCA_001406555,0.36963,pos,0.36963,0,0
Eubacterium_G ventriosum AM32-23AC,Lachnospira rogosae GCA_001406555,0.44048,pos,0.44048,0,0
Eubacterium_G ventriosum AM42-30,Lachnospira rogosae GCA_001406555,0.4298,pos,0.4298,0,0
Eubacterium_G ventriosum AM43-2,Lachnospira rogosae GCA_001406555,0.37828,pos,0.37828,0,0
Hominisplanchenecus faecis 21673_4_37,Lachnospira rogosae GCA_001406555,0.46559,pos,0.46559,0,0
Hominisplanchenecus faecis AM100_B13A,Lachnospira rogosae GCA_001406555,0.37285,pos,0.37285,0,0
Hominisplanchenecus faecis OF27-8pH10A,Lachnospira rogosae GCA_001406555,0.4007,pos,0.4007,0,0
Lachnospira eligens_A AF18-47,Lachnospira rogosae GCA_001406555,0.48603,pos,0.48603,0,0
Lachnospira eligens_A AF35-21,Lachnospira rogosae GCA_001406555,0.42394,pos,0.42394,0,0
Lachnospira eligens_A AM37-3BH,Lachnospira rogosae GCA_001406555,0.48495,pos,0.48495,0,0
Lachnospira eligens_A AM48-8,Lachnospira rogosae GCA_001406555,0.43348,pos,0.43348,0,0
Lachnospira eligens_A GCA_009680455,Lachnospira rogosae GCA_001406555,0.4631,pos,0.4631,0,0
Lachnospira eligens_A GCA_015559345,Lachnospira rogosae GCA_001406555,0.47,pos,0.47,0,0
Lachnospira rogosae GCA_001405835,Lachnospira rogosae GCA_001406555,0.89978,pos,0.89978,0,0
Acetatifactor intestinalis 13414_6_67,Lachnospiraceae gen. 13414_6_70,0.57207,pos,0.57207,0,0
Acetatifactor intestinalis 20287_6_17,Lachnospiraceae gen. 13414_6_70,0.57977,pos,0.57977,0,0
Acetatifactor intestinalis AF22-6AC,Lachnospiraceae gen. 13414_6_70,0.57174,pos,0.57174,0,0
Acetatifactor intestinalis AM59-13,Lachnospiraceae gen. 13414_6_70,0.57955,pos,0.57955,0,0
Acetatifactor intestinalis GCA_014337175,Lachnospiraceae gen. 13414_6_70,0.57193,pos,0.57193,0,0
Acetatifactor intestinalis OM08-11AC,Lachnospiraceae gen. 13414_6_70,0.58125,pos,0.58125,0,0
Acetatifactor sp. AF34-10BH,Lachnospiraceae gen. 13414_6_70,0.56125,pos,0.56125,0,0
Acetatifactor sp. AF36-18BH,Lachnospiraceae gen. 13414_6_70,0.56991,pos,0.56991,0,0
Acetatifactor sp. AM34-9AC,Lachnospiraceae gen. 13414_6_70,0.59981,pos,0.59981,0,0
Acetatifactor sp. GCA_003584705,Lachnospiraceae gen. 13414_6_70,0.55547,pos,0.55547,0,0
Acetatifactor sp. TF08-15,Lachnospiraceae gen. 13414_6_70,0.56073,pos,0.56073,0,0
Acetatifactor sp. TM11-1A,Lachnospiraceae gen. 13414_6_70,0.59146,pos,0.59146,0,0
Agathobacter faecis GCA_015550045,Lachnospiraceae gen. 13414_6_70,0.32416,pos,0.32416,0,0
Agathobacter rectalis 12718_7_53,Lachnospiraceae gen. 13414_6_70,0.41769,pos,0.41769,0,0
Agathobacter rectalis 18048_2_75,Lachnospiraceae gen. 13414_6_70,0.31457,pos,0.31457,0,0
Agathobacter rectalis AF06-19,Lachnospiraceae gen. 13414_6_70,0.39904,pos,0.39904,0,0
Agathobacter rectalis AF17-27,Lachnospiraceae gen. 13414_6_70,0.45142,pos,0.45142,0,0
Agathobacter rectalis AF25-15,Lachnospiraceae gen. 13414_6_70,0.45278,pos,0.45278,0,0
Agathobacter rectalis AF36-2BH,Lachnospiraceae gen. 13414_6_70,0.43211,pos,0.43211,0,0
Agathobacter rectalis AF67-03PH9,Lachnospiraceae gen. 13414_6_70,0.42845,pos,0.42845,0,0
Agathobacter rectalis AM31-7AC,Lachnospiraceae gen. 13414_6_70,0.42322,pos,0.42322,0,0
Agathobacter rectalis AM48-7,Lachnospiraceae gen. 13414_6_70,0.39379,pos,0.39379,0,0
Agathobacter rectalis GCA_001404855,Lachnospiraceae gen. 13414_6_70,0.43536,pos,0.43536,0,0
Agathobacter rectalis GCA_001406835,Lachnospiraceae gen. 13414_6_70,0.43479,pos,0.43479,0,0
Agathobacter rectalis GCA_008123415,Lachnospiraceae gen. 13414_6_70,0.39704,pos,0.39704,0,0
Agathobacter rectalis GCA_013300625,Lachnospiraceae gen. 13414_6_70,0.34783,pos,0.34783,0,0
Agathobacter rectalis GCA_013303775,Lachnospiraceae gen. 13414_6_70,0.36345,pos,0.36345,0,0
Agathobacter rectalis GCA_013303845,Lachnospiraceae gen. 13414_6_70,0.39487,pos,0.39487,0,0
Agathobacter rectalis GCA_015551295,Lachnospiraceae gen. 13414_6_70,0.40594,pos,0.40594,0,0
Agathobacter rectalis GCA_015553565,Lachnospiraceae gen. 13414_6_70,0.43794,pos,0.43794,0,0
Agathobacter rectalis GCA_015557515,Lachnospiraceae gen. 13414_6_70,0.41024,pos,0.41024,0,0
Agathobacter rectalis GCA_015669665,Lachnospiraceae gen. 13414_6_70,0.41075,pos,0.41075,0,0
Agathobacter rectalis GCA_018784685,Lachnospiraceae gen. 13414_6_70,0.42196,pos,0.42196,0,0
Agathobacter rectalis GCA_018784725,Lachnospiraceae gen. 13414_6_70,0.45398,pos,0.45398,0,0
Agathobacter rectalis TM10-3,Lachnospiraceae gen. 13414_6_70,0.39768,pos,0.39768,0,0
Agathobacter sp. 20427_4_23,Lachnospiraceae gen. 13414_6_70,0.50243,pos,0.50243,0,0
Bariatricus comes GCA_013301565,Lachnospiraceae gen. 13414_6_70,0.34279,pos,0.34279,0,0
Butyribacter huaianensis GCA_014384985,Lachnospiraceae gen. 13414_6_70,0.52445,pos,0.52445,0,0
Butyribacter intestini AF34-13,Lachnospiraceae gen. 13414_6_70,0.35575,pos,0.35575,0,0
Butyribacter intestini AF67-21pH9TA,Lachnospiraceae gen. 13414_6_70,0.48141,pos,0.48141,0,0
Butyribacter intestini AF81-08TA,Lachnospiraceae gen. 13414_6_70,0.47476,pos,0.47476,0,0
Butyribacter intestini AM27-31LB,Lachnospiraceae gen. 13414_6_70,0.4478,pos,0.4478,0,0
Butyribacter intestini TF01-11,Lachnospiraceae gen. 13414_6_70,0.37917,pos,0.37917,0,0
Butyribacter sp. AM49-4BH,Lachnospiraceae gen. 13414_6_70,0.51315,pos,0.51315,0,0
Butyribacter sp. AM53-13BH,Lachnospiraceae gen. 13414_6_70,0.50466,pos,0.50466,0,0
Butyribacter sp. AM59-24XD,Lachnospiraceae gen. 13414_6_70,0.48729,pos,0.48729,0,0
Butyribacter sp. OM05-9BH,Lachnospiraceae gen. 13414_6_70,0.42521,pos,0.42521,0,0
Choladocola sp. 21673_4_3,Lachnospiraceae gen. 13414_6_70,0.50128,pos,0.50128,0,0
Choladocola sp. AF90S-01pH9BA,Lachnospiraceae gen. 13414_6_70,0.5346,pos,0.5346,0,0
Choladocola sp. OM08-6BH,Lachnospiraceae gen. 13414_6_70,0.42447,pos,0.42447,0,0
Clostridium_Q fessum AF27-5AA,Lachnospiraceae gen. 13414_6_70,0.42464,pos,0.42464,0,0
Coprococcus eutactus_A GCA_001404675,Lachnospiraceae gen. 13414_6_70,0.34337,pos,0.34337,0,0
Copromonas sp. AF58-5ACA,Lachnospiraceae gen. 13414_6_70,0.38309,pos,0.38309,0,0
Eisenbergiella sp. 14207_7_45,Lachnospiraceae gen. 13414_6_70,0.48175,pos,0.48175,0,0
Eisenbergiella sp. 18048_1_69,Lachnospiraceae gen. 13414_6_70,0.33827,pos,0.33827,0,0
Eisenbergiella sp. AF16-15,Lachnospiraceae gen. 13414_6_70,0.49434,pos,0.49434,0,0
Eisenbergiella sp. AF36-19BH,Lachnospiraceae gen. 13414_6_70,0.49147,pos,0.49147,0,0
Eisenbergiella sp. AM46-4BH,Lachnospiraceae gen. 13414_6_70,0.50894,pos,0.50894,0,0
Eisenbergiella sp. TM09-10,Lachnospiraceae gen. 13414_6_70,0.45648,pos,0.45648,0,0
Enterocloster bolteae AF27-9,Lachnospiraceae gen. 13414_6_70,0.35442,pos,0.35442,0,0
Eubacterium_F sp. AF36-4,Lachnospiraceae gen. 13414_6_70,0.39355,pos,0.39355,0,0
Eubacterium_F sp. AF37-5,Lachnospiraceae gen. 13414_6_70,0.42789,pos,0.42789,0,0
Eubacterium_F sp. AM53-6,Lachnospiraceae gen. 13414_6_70,0.42849,pos,0.42849,0,0
Eubacterium_G ventriosum AM32-23AC,Lachnospiraceae gen. 13414_6_70,0.46768,pos,0.46768,0,0
Eubacterium_G ventriosum AM42-30,Lachnospiraceae gen. 13414_6_70,0.43146,pos,0.43146,0,0
Eubacterium_G ventriosum AM43-2,Lachnospiraceae gen. 13414_6_70,0.41016,pos,0.41016,0,0
Hominisplanchenecus faecis 21673_4_37,Lachnospiraceae gen. 13414_6_70,0.47926,pos,0.47926,0,0
Hominisplanchenecus faecis AM100_B13A,Lachnospiraceae gen. 13414_6_70,0.40486,pos,0.40486,0,0
Hominisplanchenecus faecis OF27-8pH10A,Lachnospiraceae gen. 13414_6_70,0.42293,pos,0.42293,0,0
Lachnospira eligens_A AF18-47,Lachnospiraceae gen. 13414_6_70,0.36227,pos,0.36227,0,0
Lachnospira eligens_A AF35-21,Lachnospiraceae gen. 13414_6_70,0.34074,pos,0.34074,0,0
Lachnospira eligens_A AM37-3BH,Lachnospiraceae gen. 13414_6_70,0.38855,pos,0.38855,0,0
Lachnospira eligens_A AM48-8,Lachnospiraceae gen. 13414_6_70,0.36259,pos,0.36259,0,0
Lachnospira eligens_A GCA_009680455,Lachnospiraceae gen. 13414_6_70,0.32423,pos,0.32423,0,0
Lachnospira eligens_A GCA_015559345,Lachnospiraceae gen. 13414_6_70,0.34868,pos,0.34868,0,0
Lachnospira rogosae GCA_001405835,Lachnospiraceae gen. 13414_6_70,0.35662,pos,0.35662,0,0
Lachnospira rogosae GCA_001406555,Lachnospiraceae gen. 13414_6_70,0.3751,pos,0.3751,0,0
Acetatifactor intestinalis 13414_6_67,Lachnospiraceae gen. 1715004.3,0.56109,pos,0.56109,0,0
Acetatifactor intestinalis 20287_6_17,Lachnospiraceae gen. 1715004.3,0.5755,pos,0.5755,0,0
Acetatifactor intestinalis AF22-6AC,Lachnospiraceae gen. 1715004.3,0.55621,pos,0.55621,0,0
Acetatifactor intestinalis AM59-13,Lachnospiraceae gen. 1715004.3,0.60427,pos,0.60427,0,0
Acetatifactor intestinalis GCA_014337175,Lachnospiraceae gen. 1715004.3,0.54547,pos,0.54547,0,0
Acetatifactor intestinalis OM08-11AC,Lachnospiraceae gen. 1715004.3,0.58493,pos,0.58493,0,0
Acetatifactor sp. 13470_2_92,Lachnospiraceae gen. 1715004.3,0.31697,pos,0.31697,0,0
Acetatifactor sp. AF34-10BH,Lachnospiraceae gen. 1715004.3,0.52461,pos,0.52461,0,0
Acetatifactor sp. AF36-18BH,Lachnospiraceae gen. 1715004.3,0.59076,pos,0.59076,0,0
Acetatifactor sp. AM34-9AC,Lachnospiraceae gen. 1715004.3,0.55661,pos,0.55661,0,0
Acetatifactor sp. GCA_003584705,Lachnospiraceae gen. 1715004.3,0.5378,pos,0.5378,0,0
Acetatifactor sp. TF08-15,Lachnospiraceae gen. 1715004.3,0.57492,pos,0.57492,0,0
Acetatifactor sp. TM11-1A,Lachnospiraceae gen. 1715004.3,0.59555,pos,0.59555,0,0
Agathobacter faecis GCA_015550045,Lachnospiraceae gen. 1715004.3,0.35429,pos,0.35429,0,0
Agathobacter rectalis 12718_7_53,Lachnospiraceae gen. 1715004.3,0.4688,pos,0.4688,0,0
Agathobacter rectalis AF06-19,Lachnospiraceae gen. 1715004.3,0.47839,pos,0.47839,0,0
Agathobacter rectalis AF17-27,Lachnospiraceae gen. 1715004.3,0.50024,pos,0.50024,0,0
Agathobacter rectalis AF25-15,Lachnospiraceae gen. 1715004.3,0.48923,pos,0.48923,0,0
Agathobacter rectalis AF36-2BH,Lachnospiraceae gen. 1715004.3,0.47062,pos,0.47062,0,0
Agathobacter rectalis AF67-03PH9,Lachnospiraceae gen. 1715004.3,0.47489,pos,0.47489,0,0
Agathobacter rectalis AM31-7AC,Lachnospiraceae gen. 1715004.3,0.46642,pos,0.46642,0,0
Agathobacter rectalis AM48-7,Lachnospiraceae gen. 1715004.3,0.47606,pos,0.47606,0,0
Agathobacter rectalis GCA_001404855,Lachnospiraceae gen. 1715004.3,0.49886,pos,0.49886,0,0
Agathobacter rectalis GCA_001406835,Lachnospiraceae gen. 1715004.3,0.54741,pos,0.54741,0,0
Agathobacter rectalis GCA_008123415,Lachnospiraceae gen. 1715004.3,0.52316,pos,0.52316,0,0
Agathobacter rectalis GCA_013300625,Lachnospiraceae gen. 1715004.3,0.38207,pos,0.38207,0,0
Agathobacter rectalis GCA_013303775,Lachnospiraceae gen. 1715004.3,0.40911,pos,0.40911,0,0
Agathobacter rectalis GCA_013303845,Lachnospiraceae gen. 1715004.3,0.51179,pos,0.51179,0,0
Agathobacter rectalis GCA_015551295,Lachnospiraceae gen. 1715004.3,0.45677,pos,0.45677,0,0
Agathobacter rectalis GCA_015553565,Lachnospiraceae gen. 1715004.3,0.44246,pos,0.44246,0,0
Agathobacter rectalis GCA_015557515,Lachnospiraceae gen. 1715004.3,0.52081,pos,0.52081,0,0
Agathobacter rectalis GCA_015669665,Lachnospiraceae gen. 1715004.3,0.48343,pos,0.48343,0,0
Agathobacter rectalis GCA_018784685,Lachnospiraceae gen. 1715004.3,0.5319,pos,0.5319,0,0
Agathobacter rectalis GCA_018784725,Lachnospiraceae gen. 1715004.3,0.4685,pos,0.4685,0,0
Agathobacter rectalis TM10-3,Lachnospiraceae gen. 1715004.3,0.51876,pos,0.51876,0,0
Agathobacter sp. 20427_4_23,Lachnospiraceae gen. 1715004.3,0.40815,pos,0.40815,0,0
Bariatricus comes GCA_013301565,Lachnospiraceae gen. 1715004.3,0.43776,pos,0.43776,0,0
Butyribacter huaianensis GCA_014384985,Lachnospiraceae gen. 1715004.3,0.52563,pos,0.52563,0,0
Butyribacter intestini AF34-13,Lachnospiraceae gen. 1715004.3,0.37226,pos,0.37226,0,0
Butyribacter intestini AF67-21pH9TA,Lachnospiraceae gen. 1715004.3,0.44998,pos,0.44998,0,0
Butyribacter intestini AF81-08TA,Lachnospiraceae gen. 1715004.3,0.48701,pos,0.48701,0,0
Butyribacter intestini AM27-31LB,Lachnospiraceae gen. 1715004.3,0.48145,pos,0.48145,0,0
Butyribacter intestini TF01-11,Lachnospiraceae gen. 1715004.3,0.42452,pos,0.42452,0,0
Butyribacter sp. AM49-4BH,Lachnospiraceae gen. 1715004.3,0.5377,pos,0.5377,0,0
